Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount,ObjectId
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Business Applications,Benefits,1746,EI - Civilian,22800,3895
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Business Applications,Benefits,1748,EI - Non-qualified,0,3896
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Business Applications,Benefits,1765,CPP - Civilian,64700,3897
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Business Applications,Benefits,1767,CPP - Non-qualified,0,3898
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Business Applications,Benefits,1776,OMERS - Civilian,249700,3899
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Business Applications,Equipment,3410,Computers - hardware,0,3900
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Business Applications,Equipment,3420,Computers - software,0,3901
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Information Technology Services,Benefits,1773,OMERS - Uniform,19400,3902
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Information Technology Services,Benefits,1776,OMERS - Civilian,69400,3903
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Information Technology Services,Benefits,1778,OMERS - Contract,0,3904
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Business Applications,Services,4815,Courier services,100,3905
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Benefits,1746,EI - Civilian,44400,3906
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Benefits,1748,EI - Non-qualified,0,3907
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Benefits,1765,CPP - Civilian,125900,3908
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Revenues,8542,Application fees,0,3909
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Benefits,1767,CPP - Non-qualified,0,3910
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Benefits,1776,OMERS - Civilian,427700,3911
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Revenues,8543,Lost / stolen passport fees,-15000,3912
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Equipment,3410,Computers - hardware,15500,3913
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Equipment,3420,Computers - software,6500,3914
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Equipment,3979,Small equipment,0,3915
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Equipment,3982,Video production equipment,0,3916
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Materials & Supplies,2010,Stationery and office supplies,700,3917
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Materials & Supplies,2020,Books & Magazines,0,3918
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Materials & Supplies,2665,Protecting clothing,600,3919
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Revenues,8545,FOI request fees,-36300,3920
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Materials & Supplies,2999,Miscellaneous materials,16200,3921
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Materials & Supplies,2183,Parts - communication,16400,3922
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Revenues,8547,Clearance letter fees,-950000,3923
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Revenues,9030,Miscellaneous revenues,0,3924
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Premium Pay,1582,Overtime premium pay - Civilian,49700,3925
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Salaries,1502,Regular salaries - Civilian Sr. Officer,146200,3926
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Materials & Supplies,2670,Uniforms,0,3927
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Salaries,1505,Regular salaries - Civilian A,4547000,3928
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Materials & Supplies,2999,Miscellaneous materials,0,3929
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Salaries,1513,Temporary - long-term,0,3930
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Premium Pay,1582,Overtime premium pay - Civilian,11100,3931
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Salaries,1514,Temporary - short-term,0,3932
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Salaries,1531,Alternate rate - Civilian Sr. Officer,0,3933
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Salaries,1534,Alternate rate - Civilian A,20300,3934
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Salaries,1542,Statutory Holiday - Civilian A,0,3935
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Salaries,1552,Shift Bonus - Civilian A,200,3936
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Salaries,1556,Shift Bonus - Other,0,3937
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Salaries,1564,Maternal/Parental top up - Civilian,0,3938
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Services,4084,Public relations / promotions,0,3939
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Services,4086,Translations / interpreters,200,3940
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Services,4098,Service contracts,3200,3941
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Services,4225,Business travel - public transit,200,3942
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Services,4230,Business travel - other expenses,100,3943
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Services,4255,Conferences / seminars,3400,3944
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Information Access,Services,4312,Courses / seminars,1000,3945
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Premium Pay,1583,Callback premium pay - Civilian,84800,3946
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Premium Pay,1584,Lieutime premium pay - Civilian,15900,3947
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Premium Pay,1592,Overtime premium pay - Contract,0,3948
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Premium Pay,1593,Callback premium pay - Contract,0,3949
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Premium Pay,1594,Lieutime premium pay - Contract,0,3950
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Revenues,8513,Sale - tapes / video production,-10000,3951
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Revenues,8518,Recoveries - Transcription,-238100,3952
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Revenues,9030,Miscellaneous revenues,0,3953
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1502,Regular salaries - Civilian Sr. Officer,179700,3954
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1505,Regular salaries - Civilian A,4408200,3955
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1506,Regular salaries - Civilian B,223800,3956
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1513,Temporary - long-term,0,3957
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1514,Temporary - short-term,0,3958
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1531,Alternate rate - Civilian Sr. Officer,0,3959
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1534,Alternate rate - Civilian A,21900,3960
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1538,Alternate rate - Other,0,3961
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1542,Statutory Holiday - Civilian A,0,3962
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1546,Stand-By Pay - Civilian A,26000,3963
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1552,Shift Bonus - Civilian A,16400,3964
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1553,Shift Bonus - Civilian B,1000,3965
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1556,Shift Bonus - Other,0,3966
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1564,Maternal/Parental top up - Civilian,0,3967
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Salaries,1566,Transcription Salaries,250000,3968
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Services,4084,Public relations / promotions,100,3969
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Services,4098,Service contracts,10000,3970
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Services,4142,VPU - services,0,3971
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Services,4255,Conferences / seminars,800,3972
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Services,4312,Courses / seminars,3100,3973
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Services,4410,Contracted services - electrical,0,3974
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Services,4419,Laundry services,0,3975
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Services,4441,Contracted services - Cable TV,700,3976
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Services,4516,Repairs - technical equipment,6100,3977
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Services,4659,Maintenance - computer,1400,3978
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Services,4760,Membership fees,800,3979
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Management (Pillar),Information Management,Property & Video Evidence Management,Services,4770,Parking expenses,0,3980
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Premium Pay,1583,Callback premium pay - Civilian,6500,3981
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Premium Pay,1584,Lieutime premium pay - Civilian,13200,3982
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Revenues,7650,IDR - Police,0,3983
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Revenues,9030,Miscellaneous revenues,0,3984
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Salaries,1502,Regular salaries - Civilian Sr. Officer,171100,3985
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Salaries,1505,Regular salaries - Civilian A,3336500,3986
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Salaries,1506,Regular salaries - Civilian B,276800,3987
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Salaries,1531,Alternate rate - Civilian Sr. Officer,0,3988
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Salaries,1534,Alternate rate - Civilian A,16200,3989
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Salaries,1535,Alternate rate - Civilian B,0,3990
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Salaries,1542,Statutory Holiday - Civilian A,0,3991
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Salaries,1546,Stand-By Pay - Civilian A,19000,3992
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Salaries,1547,Stand-By Pay - Civilian B,2300,3993
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Salaries,1552,Shift Bonus - Civilian A,5500,3994
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Salaries,1553,Shift Bonus - Civilian B,0,3995
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Services,4255,Conferences / seminars,0,3996
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Services,4312,Courses / seminars,9600,3997
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Services,4342,Tool reimbursement,300,3998
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Services,4410,Contracted services - electrical,0,3999
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Client Technology Services,Services,4424,Contracted Services - general,0,4000
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Premium Pay,1582,Overtime premium pay - Civilian,7400,4001
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Premium Pay,1583,Callback premium pay - Civilian,0,4002
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Premium Pay,1584,Lieutime premium pay - Civilian,5700,4003
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Revenues,9030,Miscellaneous revenues,0,4004
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Salaries,1502,Regular salaries - Civilian Sr. Officer,340700,4005
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Salaries,1504,Regular salaries - Uniform,0,4006
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Salaries,1505,Regular salaries - Civilian A,1960500,4007
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Salaries,1513,Temporary - long-term,0,4008
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Salaries,1531,Alternate rate - Civilian Sr. Officer,0,4009
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Salaries,1534,Alternate rate - Civilian A,0,4010
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Salaries,1546,Stand-By Pay - Civilian A,0,4011
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Salaries,1552,Shift Bonus - Civilian A,0,4012
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Salaries,1564,Maternal/Parental top up - Civilian,0,4013
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4084,Public relations / promotions,0,4014
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4206,Business travel - mileage,0,4015
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4230,Business travel - other expenses,300,4016
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Services,4659,Maintenance - computer,6606700,4017
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),"Centralized Command Charges,PSC (Pillar)","Centralized Command Charges,PSC","Centralized Command Charges, PSC",Services,4144,Investigative expenses,5100,4018
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4255,Conferences / seminars,0,4019
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4312,Courses / seminars,14600,4020
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4416,"Transfer, haulage and storage",0,4021
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4424,Contracted Services - general,0,4022
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4516,Repairs - technical equipment,0,4023
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4659,Maintenance - computer,554200,4024
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4760,Membership fees,600,4025
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4804,Wireless devices,0,4026
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4811,Wireless services,1500,4027
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4815,Courier services,0,4028
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,IT Risk Management,Services,4970,Services & rents - general,600,4029
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Benefits,1746,EI - Civilian,28800,4030
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Benefits,1748,EI - Non-qualified,0,4031
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Benefits,1765,CPP - Civilian,81800,4032
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Benefits,1767,CPP - Non-qualified,0,4033
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Benefits,1776,OMERS - Civilian,311500,4034
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Equipment,3410,Computers - hardware,0,4035
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Equipment,3420,Computers - software,0,4036
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Materials & Supplies,2020,Books & Magazines,0,4037
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Materials & Supplies,2999,Miscellaneous materials,0,4038
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Premium Pay,1582,Overtime premium pay - Civilian,600,4039
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Premium Pay,1583,Callback premium pay - Civilian,1600,4040
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Premium Pay,1584,Lieutime premium pay - Civilian,31200,4041
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Salaries,1502,Regular salaries - Civilian Sr. Officer,137100,4042
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Salaries,1505,Regular salaries - Civilian A,2531900,4043
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Salaries,1531,Alternate rate - Civilian Sr. Officer,0,4044
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Salaries,1534,Alternate rate - Civilian A,4000,4045
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Salaries,1546,Stand-By Pay - Civilian A,58000,4046
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Salaries,1552,Shift Bonus - Civilian A,100,4047
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Services,4206,Business travel - mileage,0,4048
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Services,4255,Conferences / seminars,1900,4049
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Services,4312,Courses / seminars,4800,4050
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Services,4424,Contracted Services - general,0,4051
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Services,4516,Repairs - technical equipment,0,4052
2022,Approved Budget,1 - Toronto Police Service,Operational Support Command (Command),Operational Support Command (Pillar),Operational Support Command,Operational Support Command,Salaries,1502,Regular salaries - Civilian Sr. Officer,0,4053
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Services,4760,Membership fees,300,4054
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Services,4804,Wireless devices,0,4055
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Services,4811,Wireless services,200,4056
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Services,4815,Courier services,100,4057
